Customer_ID,Gender,Age,Age_Group,Married,State,Number_of_Referrals,Tenure_in_Months,Tenure_Group,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Monthly_Charge_Category,Total_Charges,Total_Charges_Category,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Long_Distance_Charge_Category,Total_Revenue,Revenue_Category,Customer_Status,Churn_Flag,Churn_Category,Churn_Reason
35717-JHA,Male,63,Senior,Yes,Jharkhand,14,11,New Customer,No Deal,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,Medium,3729.6,Medium,0,0,1679.57,Medium,5409.17,High Revenue,Stayed,0,Not Churned,Not Churned
82744-AND,Female,39,Adult,Yes,Andhra Pradesh,9,10,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,Medium,5435.6,High,0,0,211.7,Low,5647.3,High Revenue,Churned,1,Other,Don't know
27180-UTT,Female,42,Adult,No,Uttar Pradesh,11,20,Regular Customer,No Deal,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,80.85,Medium,808.5,Low,0,0,310.9,Low,1119.4,Low Revenue,Stayed,0,Not Churned,Not Churned
56365-MAH,Female,35,Adult,Yes,Maharashtra,15,32,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,Medium,3954.1,Medium,0,0,1141.65,Medium,5095.75,High Revenue,Stayed,0,Not Churned,Not Churned
63952-KER,Female,45,Adult,Yes,Kerala,5,16,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,Medium,152.45,Low,0,0,32.28,Low,184.73,Low Revenue,Churned,1,Dissatisfaction,Service dissatisfaction
72968-BIH,Female,48,Adult,Yes,Bihar,14,29,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.15,Low,68.45,Low,0,0,5.2,Low,73.65,Low Revenue,Stayed,0,Not Churned,Not Churned
83625-JAM,Female,54,Senior,Yes,Jammu & Kashmir,8,5,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,Medium,6416.7,High,0,0,858,Medium,7274.7,High Revenue,Stayed,0,Not Churned,Not Churned
61256-MAH,Female,34,Adult,No,Maharashtra,13,16,Regular Customer,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,High,1299.1,Medium,2.76,0,155.87,Low,1452.21,Low Revenue,Stayed,0,Not Churned,Not Churned
25078-BIH,Female,28,Young,No,Bihar,0,32,Regular Customer,No Deal,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.35,Medium,2633.95,Medium,0,0,2067.31,High,4701.26,Medium Revenue,Stayed,0,Not Churned,Not Churned
28434-WES,Female,46,Adult,No,West Bengal,8,21,Regular Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.85,Low,146.6,Low,0,0,136.72,Low,283.32,Low Revenue,Stayed,0,Not Churned,Not Churned
18641-BIH,Male,65,Senior,No,Bihar,4,1,New Customer,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.8,Medium,6397.6,High,0,0,1485.36,Medium,7882.96,High Revenue,Stayed,0,Not Churned,Not Churned
69374-KAR,Female,18,Young,No,Karnataka,7,10,New Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,Medium,302.75,Low,0,40,177.12,Low,519.87,Low Revenue,Churned,1,Competitor,Competitor had better devices
64276-MAH,Male,51,Senior,Yes,Maharashtra,0,25,Regular Customer,Deal 1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.7,Low,1253.8,Medium,0,0,3005.64,High,4259.44,Medium Revenue,Stayed,0,Not Churned,Not Churned
14888-MAD,Female,77,Senior,No,Madhya Pradesh,11,17,Regular Customer,No Deal,No,No Phone Service,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,Low,1500.25,Medium,0,40,0,Low,1540.25,Low Revenue,Stayed,0,Not Churned,Not Churned
47070-TAM,Male,81,Senior,Yes,Tamil Nadu,3,35,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.45,High,5481.25,High,0,0,2028,High,7509.25,High Revenue,Stayed,0,Not Churned,Not Churned
58230-AND,Male,22,Young,No,Andhra Pradesh,13,9,New Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,High,7365.7,High,0,0,2365.58,High,9731.28,High Revenue,Stayed,0,Not Churned,Not Churned
44640-ODI,Female,27,Young,Yes,Odisha,11,1,New Customer,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,Medium,5502.55,High,0,80,1825.05,Medium,7407.6,High Revenue,Stayed,0,Not Churned,Not Churned
45118-HAR,Female,66,Senior,Yes,Haryana,3,30,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,Medium,6669.05,High,0,0,2266.6,High,8935.65,High Revenue,Stayed,0,Not Churned,Not Churned
31419-UTT,Male,40,Adult,Yes,Uttar Pradesh,6,15,Regular Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.55,Low,1898.1,Medium,0,0,2774.68,High,4672.78,Medium Revenue,Stayed,0,Not Churned,Not Churned
23806-JAM,Female,67,Senior,No,Jammu & Kashmir,2,34,Regular Customer,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,Medium,934.1,Low,0,100,111.2,Low,1145.3,Low Revenue,Churned,1,Competitor,Competitor made better offer
69107-KAR,Female,60,Senior,Yes,Karnataka,13,16,Regular Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,High,7348.8,High,0,0,1854.72,Medium,9203.52,High Revenue,Churned,1,Competitor,Competitor offered higher download speeds
94921-ODI,Female,33,Adult,Yes,Odisha,13,3,New Customer,No Deal,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81,Medium,3846.35,Medium,0,0,2113.7,High,5960.05,High Revenue,Stayed,0,Not Churned,Not Churned
38407-WES,Male,53,Senior,No,West Bengal,1,33,Regular Customer,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,59.9,Medium,1654.7,Medium,0,0,316.96,Low,1971.66,Low Revenue,Stayed,0,Not Churned,Not Churned
83461-ODI,Female,60,Senior,No,Odisha,6,22,Regular Customer,No Deal,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,Medium,697.25,Low,0,0,55,Low,752.25,Low Revenue,Stayed,0,Not Churned,Not Churned
26540-TEL,Male,76,Senior,No,Telangana,14,20,Regular Customer,No Deal,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05,Medium,3902.6,Medium,0,0,2088.64,High,5991.24,High Revenue,Stayed,0,Not Churned,Not Churned
68606-GUJ,Female,19,Young,No,Gujarat,9,9,New Customer,Deal 5,No,No Phone Service,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,Low,108.95,Low,0,0,0,Low,108.95,Low Revenue,Churned,1,Competitor,Competitor had better devices
29218-WES,Male,58,Senior,No,West Bengal,11,24,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,Medium,494.95,Low,0,0,177.12,Low,672.07,Low Revenue,Stayed,0,Not Churned,Not Churned
79700-KER,Female,53,Senior,No,Kerala,5,30,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,High,313.6,Low,0,0,142.5,Low,456.1,Low Revenue,Joined,0,Not Churned,Not Churned
14277-WES,Male,75,Senior,No,West Bengal,15,18,Regular Customer,Deal 4,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,Medium,1545.4,Medium,0,0,1099.56,Medium,2644.96,Medium Revenue,Stayed,0,Not Churned,Not Churned
11535-WES,Male,43,Adult,No,West Bengal,5,23,Regular Customer,Deal 2,No,No Phone Service,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.75,Medium,3038.55,Medium,0,0,0,Low,3038.55,Medium Revenue,Stayed,0,Not Churned,Not Churned
66867-WES,Female,37,Adult,No,West Bengal,8,24,Regular Customer,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,Medium,6033.1,High,0,0,2524.32,High,8557.42,High Revenue,Stayed,0,Not Churned,Not Churned
59610-RAJ,Female,42,Adult,No,Rajasthan,2,6,New Customer,No Deal,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,Medium,1970.5,Medium,0,0,29.58,Low,2000.08,Medium Revenue,Churned,1,Competitor,Competitor made better offer
99559-UTT,Male,57,Senior,Yes,Uttar Pradesh,8,15,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,-8,Low,19.4,Low,0,0,3.14,Low,22.54,Low Revenue,Churned,1,Dissatisfaction,Service dissatisfaction
43800-KAR,Male,43,Adult,Yes,Karnataka,12,2,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.35,Low,938.95,Low,0,0,1349,Medium,2287.95,Medium Revenue,Stayed,0,Not Churned,Not Churned
12112-MAD,Female,27,Young,No,Madhya Pradesh,14,4,New Customer,Deal 5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.45,Low,150.75,Low,0,0,40.88,Low,191.63,Low Revenue,Stayed,0,Not Churned,Not Churned
21338-TAM,Female,65,Senior,No,Tamil Nadu,6,23,Regular Customer,No Deal,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,50.25,Medium,2023.55,Medium,0,0,931.2,Medium,2954.75,Medium Revenue,Stayed,0,Not Churned,Not Churned
71785-AND,Female,36,Adult,No,Andhra Pradesh,5,25,Regular Customer,Deal 4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.15,Low,260.7,Low,0,0,320.04,Low,580.74,Low Revenue,Stayed,0,Not Churned,Not Churned
18618-TAM,Female,37,Adult,No,Tamil Nadu,8,27,Regular Customer,Deal 5,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,Medium,530.05,Low,0,0,352.71,Low,882.76,Low Revenue,Stayed,0,Not Churned,Not Churned
35673-UTT,Female,47,Adult,Yes,Uttar Pradesh,3,18,Regular Customer,No Deal,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,Low,408.25,Low,0,0,167.2,Low,575.45,Low Revenue,Stayed,0,Not Churned,Not Churned
45432-KER,Male,43,Adult,Yes,Kerala,4,30,Regular Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.65,High,7334.05,High,0,0,3000.96,High,10335.01,High Revenue,Stayed,0,Not Churned,Not Churned
41068-TAM,Female,38,Adult,No,Tamil Nadu,9,11,New Customer,No Deal,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.5,Medium,5357.75,High,0,0,2441.69,High,7799.44,High Revenue,Stayed,0,Not Churned,Not Churned
41929-UTT,Female,51,Senior,Yes,Uttar Pradesh,11,6,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.3,Low,1304.8,Medium,0,0,187.92,Low,1492.72,Low Revenue,Stayed,0,Not Churned,Not Churned
16462-TAM,Male,36,Adult,Yes,Tamil Nadu,13,10,New Customer,Deal 3,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.75,Medium,2839.45,Medium,0,0,309.06,Low,3148.51,Medium Revenue,Stayed,0,Not Churned,Not Churned
47731-TAM,Male,58,Senior,Yes,Tamil Nadu,4,6,New Customer,Deal 3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,24.6,Low,592.65,Low,0,0,1135.92,Medium,1728.57,Low Revenue,Stayed,0,Not Churned,Not Churned
47924-RAJ,Female,57,Senior,No,Rajasthan,6,11,New Customer,No Deal,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,Medium,3808,Medium,0,0,2400.16,High,6208.16,High Revenue,Stayed,0,Not Churned,Not Churned
33572-UTT,Female,77,Senior,Yes,Uttar Pradesh,0,3,New Customer,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,Medium,3103.25,Medium,19.16,0,1768,Medium,4852.09,Medium Revenue,Stayed,0,Not Churned,Not Churned
16874-UTT,Female,49,Adult,Yes,Uttar Pradesh,8,6,New Customer,Deal 2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,21,Low,1210.3,Medium,0,0,2118.05,High,3328.35,Medium Revenue,Stayed,0,Not Churned,Not Churned
56815-KAR,Male,45,Adult,Yes,Karnataka,8,2,New Customer,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,Medium,4134.7,Medium,0,0,999.12,Medium,5133.82,High Revenue,Stayed,0,Not Churned,Not Churned
73022-MAH,Female,63,Senior,No,Maharashtra,4,4,New Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.8,High,7553.6,High,0,0,3175.6,High,10729.2,High Revenue,Stayed,0,Not Churned,Not Churned
77336-UTT,Female,37,Adult,Yes,Uttar Pradesh,4,10,New Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,Medium,90.6,Low,0,0,31.68,Low,122.28,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
94270-MAD,Female,53,Senior,No,Madhya Pradesh,13,35,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.5,Low,1215.1,Medium,0,0,1532.16,Medium,2747.26,Medium Revenue,Stayed,0,Not Churned,Not Churned
35498-MAH,Female,61,Senior,No,Maharashtra,7,23,Regular Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,104.4,High,5232.9,High,0,0,1039.5,Medium,6272.4,High Revenue,Stayed,0,Not Churned,Not Churned
56177-KAR,Male,51,Senior,Yes,Karnataka,5,11,New Customer,No Deal,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,67.8,Medium,4804.65,Medium,0,0,1117.44,Medium,5922.09,High Revenue,Stayed,0,Not Churned,Not Churned
81840-KAR,Female,35,Adult,Yes,Karnataka,10,29,Regular Customer,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,High,7554.05,High,0,0,2819.6,High,10373.65,High Revenue,Stayed,0,Not Churned,Not Churned
78540-UTT,Female,43,Adult,No,Uttarakhand,7,18,Regular Customer,Deal 3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.75,Low,757.95,Low,0,0,620.49,Medium,1378.44,Low Revenue,Stayed,0,Not Churned,Not Churned
96778-JAM,Female,71,Senior,No,Jammu & Kashmir,14,26,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,Medium,139.05,Low,0,0,26.34,Low,165.39,Low Revenue,Churned,1,Other,Don't know
93667-KER,Female,38,Adult,No,Kerala,7,33,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.55,Low,57.4,Low,0,0,33.81,Low,91.21,Low Revenue,Joined,0,Not Churned,Not Churned
97925-GUJ,Female,25,Young,Yes,Gujarat,7,20,Regular Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.25,High,5301.1,High,0,0,2329.08,High,7630.18,High Revenue,Stayed,0,Not Churned,Not Churned
72603-TAM,Female,75,Senior,No,Tamil Nadu,2,30,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,Medium,2716.3,Medium,0,0,1271.49,Medium,3987.79,Medium Revenue,Churned,1,Competitor,Competitor made better offer
54490-AND,Female,41,Adult,Yes,Andhra Pradesh,1,26,Regular Customer,Deal 4,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,64.15,Medium,1274.45,Medium,0,100,675.6,Medium,2050.05,Medium Revenue,Stayed,0,Not Churned,Not Churned
74405-ODI,Female,25,Young,Yes,Odisha,14,34,Regular Customer,No Deal,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-4,Low,5717.85,High,0,0,2784.6,High,8502.45,High Revenue,Stayed,0,Not Churned,Not Churned
65507-MAH,Male,24,Young,No,Maharashtra,5,11,New Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,High,3541.4,Medium,0,0,1667.22,Medium,5208.62,High Revenue,Stayed,0,Not Churned,Not Churned
37960-TEL,Female,77,Senior,No,Telangana,0,2,New Customer,No Deal,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,Medium,419.35,Low,0,0,77.07,Low,496.42,Low Revenue,Stayed,0,Not Churned,Not Churned
14765-MAD,Female,73,Senior,Yes,Madhya Pradesh,13,2,New Customer,No Deal,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,Medium,4014,Medium,0,0,1501.92,Medium,5515.92,High Revenue,Stayed,0,Not Churned,Not Churned
69782-KAR,Female,39,Adult,No,Karnataka,9,3,New Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.9,Low,1115.6,Medium,0,0,2557.02,High,3672.62,Medium Revenue,Stayed,0,Not Churned,Not Churned
96032-BIH,Male,36,Adult,No,Bihar,7,22,Regular Customer,No Deal,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,Medium,3035.35,Medium,0,0,1259.52,Medium,4294.87,Medium Revenue,Stayed,0,Not Churned,Not Churned
88282-CHH,Female,35,Adult,Yes,Chhattisgarh,11,36,Loyal Customer,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,Medium,5432.2,High,0,0,1317.12,Medium,6749.32,High Revenue,Stayed,0,Not Churned,Not Churned
42599-WES,Male,33,Adult,Yes,West Bengal,10,23,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,High,1875.55,Medium,0,0,112.67,Low,1988.22,Low Revenue,Churned,1,Dissatisfaction,Poor expertise of online support
52350-MAD,Male,64,Senior,Yes,Madhya Pradesh,11,35,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,Medium,5618.3,High,0,0,295.12,Low,5913.42,High Revenue,Stayed,0,Not Churned,Not Churned
63904-ODI,Female,39,Adult,No,Odisha,8,33,Regular Customer,No Deal,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,Medium,1689.45,Medium,0,0,721.97,Medium,2411.42,Medium Revenue,Stayed,0,Not Churned,Not Churned
55650-BIH,Female,27,Young,No,Bihar,0,36,Loyal Customer,No Deal,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,Medium,1834.15,Medium,0,0,40.89,Low,1875.04,Low Revenue,Stayed,0,Not Churned,Not Churned
74169-BIH,Male,33,Adult,Yes,Bihar,0,9,New Customer,No Deal,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,Medium,2243.9,Medium,2.24,0,107.01,Low,2348.67,Medium Revenue,Stayed,0,Not Churned,Not Churned
38999-WES,Female,59,Senior,Yes,West Bengal,0,15,Regular Customer,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,Medium,134.7,Low,0,0,75.44,Low,210.14,Low Revenue,Churned,1,Other,Don't know
18357-JAM,Male,51,Senior,No,Jammu & Kashmir,3,23,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,Medium,75.45,Low,0,0,11.58,Low,87.03,Low Revenue,Churned,1,Competitor,Competitor made better offer
79910-TAM,Female,42,Adult,No,Tamil Nadu,6,33,Regular Customer,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,Medium,228.4,Low,0,10,115.14,Low,353.54,Low Revenue,Churned,1,Competitor,Competitor made better offer
95493-UTT,Female,61,Senior,No,Uttar Pradesh,12,26,Regular Customer,No Deal,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.85,Medium,1215.45,Medium,0,0,750.12,Medium,1965.57,Low Revenue,Stayed,0,Not Churned,Not Churned
61572-GUJ,Male,22,Young,No,Gujarat,12,9,New Customer,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,Medium,1170.5,Medium,0,0,613.12,Medium,1783.62,Low Revenue,Stayed,0,Not Churned,Not Churned
68180-TEL,Male,33,Adult,Yes,Telangana,3,30,Regular Customer,No Deal,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,Medium,1114.85,Medium,0,0,321.92,Low,1436.77,Low Revenue,Stayed,0,Not Churned,Not Churned
14277-GUJ,Female,33,Adult,Yes,Gujarat,14,1,New Customer,No Deal,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,Medium,454.15,Low,0,0,207.85,Low,662,Low Revenue,Churned,1,Competitor,Competitor offered higher download speeds
96476-UTT,Male,32,Adult,No,Uttar Pradesh,10,14,Regular Customer,No Deal,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50,Medium,892.7,Low,0,50,311.94,Low,1254.64,Low Revenue,Stayed,0,Not Churned,Not Churned
37191-MAH,Female,29,Young,Yes,Maharashtra,9,13,Regular Customer,Deal 3,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,Medium,1955.4,Medium,0,0,290.07,Low,2245.47,Medium Revenue,Stayed,0,Not Churned,Not Churned
62820-DEL,Male,40,Adult,No,Delhi,13,33,Regular Customer,No Deal,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.1,Low,655.3,Low,38.61,0,411.25,Low,1027.94,Low Revenue,Stayed,0,Not Churned,Not Churned
81969-HAR,Male,21,Young,No,Haryana,1,3,New Customer,No Deal,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.45,Low,1730.65,Medium,0,0,2386.31,High,4116.96,Medium Revenue,Stayed,0,Not Churned,Not Churned
